OBJECTID,FID_MZGE61FL,DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1FIPS,ADM1FIPSNA,ADM1SALBNA,ADM1SALBCO,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,created_user,created_date,last_edited_user,last_edited_date,FID_FTF_ZOI,OBJECTID_1,Distrito,FIRST_DIST,Province,Shape_Leng
21,280,MZ201100000281,MZ,"2,011.000000000000000",281.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,U,-19.098043143999998,33.497405119000000,"9,999.000000000000000",669.000000000000000,WGS84,,,,,5,5.000000000000000,CIDADE_DE_CHIMOIO,CIDADE_DE_CHIMOIO,Manica,"55,957.132237600003000"
22,278,MZ201100000279,MZ,"2,011.000000000000000",279.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,U,-19.096038168000000,33.493202019999998,"9,999.000000000000000",669.000000000000000,WGS84,,,,,5,5.000000000000000,CIDADE_DE_CHIMOIO,CIDADE_DE_CHIMOIO,Manica,"55,957.132237600003000"
23,312,MZ201100000313,MZ,"2,011.000000000000000",313.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,R,-19.093875366999999,33.185058269999999,"9,999.000000000000000",675.000000000000000,WGS84,,,,,14,14.000000000000000,MANICA,MANICA,Manica,"360,749.988313000010000"
24,277,MZ201100000278,MZ,"2,011.000000000000000",278.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,U,-19.088828997000000,33.487201833000000,"9,999.000000000000000",674.000000000000000,WGS84,,,,,5,5.000000000000000,CIDADE_DE_CHIMOIO,CIDADE_DE_CHIMOIO,Manica,"55,957.132237600003000"
25,290,MZ201100000291,MZ,"2,011.000000000000000",291.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,U,-19.087643521000000,33.658451028999998,"9,999.000000000000000",605.000000000000000,WGS84,,,,,8,8.000000000000000,GONDOLA,GONDOLA,Manica,"453,942.829268999980000"
26,279,MZ201100000280,MZ,"2,011.000000000000000",280.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,U,-19.087297787000001,33.503280844999999,"9,999.000000000000000",638.000000000000000,WGS84,,,,,5,5.000000000000000,CIDADE_DE_CHIMOIO,CIDADE_DE_CHIMOIO,Manica,"55,957.132237600003000"
27,291,MZ201100000292,MZ,"2,011.000000000000000",292.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,U,-19.071075329999999,33.648488356999998,"9,999.000000000000000",616.000000000000000,WGS84,,,,,8,8.000000000000000,GONDOLA,GONDOLA,Manica,"453,942.829268999980000"
28,276,MZ201100000277,MZ,"2,011.000000000000000",277.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,U,-19.061079645000000,33.445366073000002,"9,999.000000000000000",674.000000000000000,WGS84,,,,,8,8.000000000000000,GONDOLA,GONDOLA,Manica,"453,942.829268999980000"
29,309,MZ201100000310,MZ,"2,011.000000000000000",310.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,R,-19.056406423999999,33.113942172000002,"9,999.000000000000000",656.000000000000000,WGS84,,,,,14,14.000000000000000,MANICA,MANICA,Manica,"360,749.988313000010000"
30,292,MZ201100000293,MZ,"2,011.000000000000000",293.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,R,-19.033769567000000,33.934373170000001,"9,999.000000000000000",410.000000000000000,WGS84,,,,,8,8.000000000000000,GONDOLA,GONDOLA,Manica,"453,942.829268999980000"
31,298,MZ201100000299,MZ,"2,011.000000000000000",299.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,R,-19.002404451000000,33.486519979000001,"9,999.000000000000000",641.000000000000000,WGS84,,,,,8,8.000000000000000,GONDOLA,GONDOLA,Manica,"453,942.829268999980000"
32,307,MZ201100000308,MZ,"2,011.000000000000000",308.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,U,-18.991375223999999,32.720748237000002,"9,999.000000000000000",882.000000000000000,WGS84,,,,,14,14.000000000000000,MANICA,MANICA,Manica,"360,749.988313000010000"
33,293,MZ201100000294,MZ,"2,011.000000000000000",294.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,R,-18.982743466999999,33.740677542000000,"9,999.000000000000000",533.000000000000000,WGS84,,,,,8,8.000000000000000,GONDOLA,GONDOLA,Manica,"453,942.829268999980000"
34,306,MZ201100000307,MZ,"2,011.000000000000000",307.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,U,-18.939993750999999,32.843297800999999,"9,999.000000000000000",749.000000000000000,WGS84,,,,,14,14.000000000000000,MANICA,MANICA,Manica,"360,749.988313000010000"
35,311,MZ201100000312,MZ,"2,011.000000000000000",312.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,R,-18.935765923999998,33.176299309999997,"9,999.000000000000000",663.000000000000000,WGS84,,,,,26,26.000000000000000,VANDUZI,VANDUZI,Manica,"232,773.107909999990000"
36,297,MZ201100000298,MZ,"2,011.000000000000000",298.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,R,-18.851852865000001,33.451064731000002,"9,999.000000000000000",641.000000000000000,WGS84,,,,,8,8.000000000000000,GONDOLA,GONDOLA,Manica,"453,942.829268999980000"
37,308,MZ201100000309,MZ,"2,011.000000000000000",309.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,R,-18.845129316000001,32.843587249999999,"9,999.000000000000000",756.000000000000000,WGS84,,,,,14,14.000000000000000,MANICA,MANICA,Manica,"360,749.988313000010000"
38,310,MZ201100000311,MZ,"2,011.000000000000000",311.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,R,-18.653753533000000,33.015389734000003,"9,999.000000000000000",645.000000000000000,WGS84,,,,,14,14.000000000000000,MANICA,MANICA,Manica,"360,749.988313000010000"
39,287,MZ201100000288,MZ,"2,011.000000000000000",288.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,R,-18.349782051999998,33.187444219000000,"9,999.000000000000000",566.000000000000000,WGS84,,,,,4,4.000000000000000,BARUE,BARUE,Manica,"482,175.019532000010000"
40,286,MZ201100000287,MZ,"2,011.000000000000000",287.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,R,-18.222695053999999,33.229582765000004,"9,999.000000000000000",641.000000000000000,WGS84,,,,,4,4.000000000000000,BARUE,BARUE,Manica,"482,175.019532000010000"
41,285,MZ201100000286,MZ,"2,011.000000000000000",286.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,U,-18.063806234000001,33.161070625999997,"9,999.000000000000000",619.000000000000000,WGS84,,,,,4,4.000000000000000,BARUE,BARUE,Manica,"482,175.019532000010000"
42,218,MZ201100000219,MZ,"2,011.000000000000000",219.000000000000000,MZ,MZ09,Zambezia,Zambezia,MOZ011,4.000000000000000,Zambezia,4.000000000000000,Zambezia,GPS,R,-17.711556829999999,36.960485859999999,"9,999.000000000000000",6.000000000000000,WGS84,,,,,23,23.000000000000000,NICOADALA,NICOADALA,Zambezia,"293,162.466588000010000"
43,288,MZ201100000289,MZ,"2,011.000000000000000",289.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,R,-17.685947984999999,33.269048683999998,"9,999.000000000000000",685.000000000000000,WGS84,,,,,4,4.000000000000000,BARUE,BARUE,Manica,"482,175.019532000010000"
44,217,MZ201100000218,MZ,"2,011.000000000000000",218.000000000000000,MZ,MZ09,Zambezia,Zambezia,MOZ011,4.000000000000000,Zambezia,4.000000000000000,Zambezia,GPS,R,-17.612357640999999,36.785498998999998,"9,999.000000000000000",19.000000000000000,WGS84,,,,,23,23.000000000000000,NICOADALA,NICOADALA,Zambezia,"293,162.466588000010000"
45,289,MZ201100000290,MZ,"2,011.000000000000000",290.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,R,-17.590928452000000,33.268801852999999,"9,999.000000000000000",749.000000000000000,WGS84,,,,,4,4.000000000000000,BARUE,BARUE,Manica,"482,175.019532000010000"
46,299,MZ201100000300,MZ,"2,011.000000000000000",300.000000000000000,MZ,MZ10,Manica,Manica,MOZ004,6.000000000000000,Manica,6.000000000000000,Manica,GPS,R,-17.498706722000001,33.318889183000003,"9,999.000000000000000",772.000000000000000,WGS84,,,,,4,4.000000000000000,BARUE,BARUE,Manica,"482,175.019532000010000"
47,140,MZ201100000141,MZ,"2,011.000000000000000",141.000000000000000,MZ,MZ06,Nampula,Nampula,MOZ007,3.000000000000000,Nampula,3.000000000000000,Nampula,GPS,R,-16.799053798999999,39.158820286000001,"9,999.000000000000000",31.000000000000000,WGS84,,,,,19,19.000000000000000,MOMA,MOMA,Nampula,"411,454.408851000010000"
48,202,MZ201100000203,MZ,"2,011.000000000000000",203.000000000000000,MZ,MZ09,Zambezia,Zambezia,MOZ011,4.000000000000000,Zambezia,4.000000000000000,Zambezia,GPS,U,-16.852342288999999,36.962927163000003,"9,999.000000000000000",141.000000000000000,WGS84,,,,,17,17.000000000000000,MOCUBA,MOCUBA,Zambezia,"601,344.406334999950000"
49,203,MZ201100000204,MZ,"2,011.000000000000000",204.000000000000000,MZ,MZ09,Zambezia,Zambezia,MOZ011,4.000000000000000,Zambezia,4.000000000000000,Zambezia,GPS,U,-16.829252147999998,37.245268697000000,"9,999.000000000000000",127.000000000000000,WGS84,,,,,17,17.000000000000000,MOCUBA,MOCUBA,Zambezia,"601,344.406334999950000"
50,139,MZ201100000140,MZ,"2,011.000000000000000",140.000000000000000,MZ,MZ06,Nampula,Nampula,MOZ007,3.000000000000000,Nampula,3.000000000000000,Nampula,GPS,U,-16.757524942000000,39.225272564999997,"9,999.000000000000000",13.000000000000000,WGS84,,,,,19,19.000000000000000,MOMA,MOMA,Nampula,"411,454.408851000010000"
51,141,MZ201100000142,MZ,"2,011.000000000000000",142.000000000000000,MZ,MZ06,Nampula,Nampula,MOZ007,3.000000000000000,Nampula,3.000000000000000,Nampula,GPS,R,-16.628066579999999,39.206378749999999,"9,999.000000000000000",40.000000000000000,WGS84,,,,,19,19.000000000000000,MOMA,MOMA,Nampula,"411,454.408851000010000"
52,204,MZ201100000205,MZ,"2,011.000000000000000",205.000000000000000,MZ,MZ09,Zambezia,Zambezia,MOZ011,4.000000000000000,Zambezia,4.000000000000000,Zambezia,GPS,R,-16.522382528000001,37.171250172999997,"9,999.000000000000000",191.000000000000000,WGS84,,,,,17,17.000000000000000,MOCUBA,MOCUBA,Zambezia,"601,344.406334999950000"
53,143,MZ201100000144,MZ,"2,011.000000000000000",144.000000000000000,MZ,MZ06,Nampula,Nampula,MOZ007,3.000000000000000,Nampula,3.000000000000000,Nampula,GPS,R,-16.447130001000001,39.742760627999999,"9,999.000000000000000",7.000000000000000,WGS84,,,,,2,2.000000000000000,ANGOCHE,ANGOCHE,Nampula,"495,575.403089999980000"
54,115,MZ201100000116,MZ,"2,011.000000000000000",116.000000000000000,MZ,MZ06,Nampula,Nampula,MOZ007,3.000000000000000,Nampula,3.000000000000000,Nampula,GPS,R,-16.398281936000000,39.892370831999997,"9,999.000000000000000",9.000000000000000,WGS84,,,,,2,2.000000000000000,ANGOCHE,ANGOCHE,Nampula,"495,575.403089999980000"
55,114,MZ201100000115,MZ,"2,011.000000000000000",115.000000000000000,MZ,MZ06,Nampula,Nampula,MOZ007,3.000000000000000,Nampula,3.000000000000000,Nampula,GPS,U,-16.236662721999998,39.928286786999998,"9,999.000000000000000",8.000000000000000,WGS84,,,,,2,2.000000000000000,ANGOCHE,ANGOCHE,Nampula,"495,575.403089999980000"
56,142,MZ201100000143,MZ,"2,011.000000000000000",143.000000000000000,MZ,MZ06,Nampula,Nampula,MOZ007,3.000000000000000,Nampula,3.000000000000000,Nampula,GPS,R,-16.148551994999998,39.175719649999998,"9,999.000000000000000",114.000000000000000,WGS84,,,,,19,19.000000000000000,MOMA,MOMA,Nampula,"411,454.408851000010000"
57,175,MZ201100000176,MZ,"2,011.000000000000000",176.000000000000000,MZ,MZ09,Zambezia,Zambezia,MOZ011,4.000000000000000,Zambezia,4.000000000000000,Zambezia,GPS,R,-16.110290310000000,38.408456731000001,"9,999.000000000000000",268.000000000000000,WGS84,,,,,7,7.000000000000000,GILE,GILE,Zambezia,"538,308.017531999970000"
58,116,MZ201100000117,MZ,"2,011.000000000000000",117.000000000000000,MZ,MZ06,Nampula,Nampula,MOZ007,3.000000000000000,Nampula,3.000000000000000,Nampula,GPS,R,-15.979010720000000,39.697614272999999,"9,999.000000000000000",82.000000000000000,WGS84,,,,,2,2.000000000000000,ANGOCHE,ANGOCHE,Nampula,"495,575.403089999980000"
